humanjobid,area
1588618,Rural
1588725,Urban
1588470,Rural
1588298,Rural
1588542,Rural
1587736,Rural
1588319,Rural
1588688,Urban
1587739,Rural
1589016,Rural
1588236,Rural
1582680,Urban
1587975,Urban
1585006,Urban
1587921,Rural
1588692,Urban
1588430,Rural
1588526,Rural
1588320,Rural
1588582,Urban
1588565,Rural
1588491,Rural
1588686,Rural
1582645,Urban
1588748,Urban
1588799,Rural
1588354,Rural
1588555,Rural
1588642,Rural
1588733,Rural
1589215,Rural
1588596,Urban
1588767,Rural
1588775,Rural
1588091,Rural
1588342,Urban
1588556,Rural
1588528,Urban
1588407,Urban
1588772,Rural
1588680,Urban
1588763,Rural
1588639,Urban
1588387,Urban
1588771,Urban
1588652,Urban
1588647,Urban
1588664,Urban
1588644,Rural
1588663,Urban
1588746,Rural
1588563,Rural
1587737,Rural
1588567,Rural
1588752,Urban
1588938,Urban
1588627,Urban
1588539,Rural
1588709,Urban
1588919,Urban
1588693,Rural
1588794,Rural
1588537,Urban
1589099,Rural
1588781,Urban
1588783,Urban
1588665,Urban
1588411,Urban
1588250,Urban
1588669,Rural
1588865,Urban
1588620,Urban
1589020,Urban
1589119,Urban
1588769,Rural
1588854,Rural
1589140,Rural
1589466,Rural
1588289,Rural
1588880,Rural
1588860,Rural
1589083,Rural
1588997,Urban
1588761,Rural
1588949,Urban
1589097,Urban
1589117,Rural
1589057,Rural
1589272,Rural
1589115,Rural
1589449,Rural
1588058,Rural
1589005,Rural
1588753,Urban
1588635,Urban
1589120,Urban
1588657,Rural
1588948,Urban
1589170,Urban
1589072,Urban
1588890,Rural
1589598,Urban
1589233,Rural
1589417,Rural
1589367,Urban
1589537,Rural
1589237,Rural
1589232,Urban
1589227,Rural
1589324,Rural
1589162,Rural
1589314,Rural
1582087,Rural
1589255,Rural
1588918,Rural
1589185,Rural
1574419,Rural
1589452,Rural
1589139,Rural
1589474,Rural
1589340,Rural
1589243,Rural
1589485,Urban
1589205,Rural
1589188,Urban
1589122,Rural
1589251,Rural
1589771,Rural
1589214,Rural
1589482,Urban
1589509,Rural
1589544,Rural
1585911,Rural
1589228,Rural
1589303,Rural
1589618,Rural
1589364,Urban
1589402,Rural
1589261,Urban
1589306,Rural
1589475,Rural
1589351,Rural
1589448,Urban
1589433,Rural
1582682,Urban
1589381,Urban
1589334,Rural
1589114,Urban
1589368,Urban
1589446,Urban
1589109,Urban
1589411,Rural
1589236,Urban
1589422,Urban
1589523,Urban
1590099,Rural
1589092,Urban
1589661,Urban
1589519,Rural
1589342,Urban
1589337,Urban
1589323,Rural
1589498,Urban
1589707,Rural
1589470,Rural
1589363,Rural
1589517,Rural
1589384,Rural
1589390,Rural
1589409,Rural
1589746,Rural
1587031,Rural
1589574,Rural
1589807,Rural
1589575,Rural
1589608,Rural
1589531,Urban
1589781,Rural
1589533,Rural
1589787,Rural
1589770,Rural
1590137,Rural
1589546,Urban
1589505,Rural
1589728,Rural
1589835,Rural
1589259,Urban
1589979,Rural
1589543,Rural
1589666,Rural
1589607,Rural
1589606,Rural
1589465,Urban
1589810,Rural
1589818,Urban
1589662,Urban
1589754,Rural
1589516,Rural
1589779,Urban
1589773,Rural
1589774,Rural
1589784,Urban
1589776,Rural
1589536,Urban
1589982,Rural
1589571,Rural
1589694,Urban
1589942,Rural
1590004,Urban
1590015,Rural
1589542,Rural
1589714,Urban
1589786,Urban
1590051,Rural
1589671,Urban
1590110,Urban
1589801,Rural
1589875,Urban
1590063,Rural
1590105,Urban
1590088,Rural
1590012,Urban
1590147,Rural
1590122,Rural
1589920,Rural
1589948,Rural
1590187,Rural
1590170,Urban
1590236,Urban
1589985,Urban
1589872,Urban
1589965,Rural
1589893,Urban
1590130,Rural
1589684,Urban
1590040,Rural
1589069,Urban
1589241,Urban
1588789,Urban
1586638,Rural
1589743,Rural
1589832,Urban
1589868,Rural
1589616,Rural
1583302,Rural
1588189,Rural
1590149,Rural
1590159,Rural
1589667,Rural
1590103,Rural
1590216,Rural
1590441,Urban
1590107,Rural
1590193,Rural
1590047,Rural
1590434,Rural
1590238,Rural
1590292,Urban
1590353,Rural
1590290,Rural
1590337,Rural
1590371,Rural
1590392,Rural
1590415,Rural
1590341,Urban
1590391,Urban
1590367,Urban
1590009,Rural
1590382,Urban
1590184,Urban
1590465,Urban
1589983,Urban
1590442,Rural
1590669,Urban
1590213,Urban
1590296,Rural
1590230,Rural
1590316,Urban
1590513,Urban
1590358,Urban
1587727,Rural
1590423,Urban
1590701,Urban
1590231,Urban
1590578,Urban
1590348,Urban
1590536,Rural
1590281,Rural
1590307,Rural
1590399,Rural
1590656,Urban
1590677,Rural
1590145,Urban
1590229,Rural
1590372,Rural
1590605,Rural
1590466,Urban
1590416,Urban
1590364,Rural
1588723,Rural
1590397,Rural
1590584,Urban
1590664,Urban
1590531,Rural
1590304,Urban
1590844,Rural
1590148,Rural
1590687,Urban
1588724,Rural
1590462,Urban
1590683,Urban
1589792,Urban
1590769,Urban
1590718,Rural
1590619,Urban
1590142,Urban
1590509,Rural
1586670,Urban
1590748,Rural
1590788,Rural
1590558,Rural
1590470,Urban
1590491,Rural
1590779,Rural
1590859,Urban
1590734,Urban
1590835,Urban
1590840,Rural
1590744,Rural
1590888,Rural
1590587,Urban
1590511,Urban
1590883,Rural
1590763,Rural
1590559,Urban
1590880,Rural
1590824,Rural
1590762,Urban
1584736,Rural
1590651,Rural
1590757,Rural
1590708,Rural
1590896,Rural
1590565,Urban
1590735,Rural
1590425,Urban
1590758,Rural
1590929,Rural
1590874,Rural
1590936,Rural
1590765,Urban
1589573,Urban
1591330,Rural
1590445,Rural
1591211,Rural
1590925,Rural
1591315,Rural
1590816,Rural
1590916,Urban
1590782,Urban
1590570,Rural
1590408,Rural
1591082,Rural
1590128,Rural
1590850,Rural
1591261,Rural
1590928,Urban
1590774,Rural
1590797,Rural
1590887,Urban
1591248,Rural
1591213,Urban
1591260,Urban
1590822,Rural
1590831,Rural
1590543,Urban
1590886,Urban
1590838,Urban
1591127,Rural
1590815,Urban
1590905,Urban
1590863,Urban
1590977,Rural
1590997,Urban
1590924,Rural
1591102,Urban
1591014,Rural
1591092,Urban
1591212,Rural
1591041,Rural
1591008,Rural
1591029,Rural
1591245,Rural
1590934,Rural
1591659,Urban
1590594,Rural
1591016,Urban
1591144,Urban
1590921,Urban
1590843,Rural
1591112,Rural
1591072,Urban
1590922,Rural
1590959,Rural
1591185,Rural
1591442,Rural
1590901,Urban
1591447,Rural
1591180,Urban
1591322,Urban
1590915,Rural
1591252,Rural
1591007,Urban
1591037,Urban
1591198,Rural
1590904,Rural
1591099,Rural
1591489,Rural
1590655,Rural
1591384,Urban
1591130,Urban
1591183,Rural
1591463,Rural
1591010,Rural
1591302,Urban
1591106,Rural
1591497,Urban
1591533,Rural
1591565,Rural
1590914,Rural
1591277,Rural
1591445,Urban
1591129,Rural
1591677,Urban
1591358,Rural
1591581,Urban
1591421,Urban
1591409,Rural
1591505,Rural
1591187,Urban
1591479,Urban
1591508,Rural
1591541,Rural
1591506,Urban
1591411,Urban
1591437,Rural
1591607,Urban
1591510,Rural
1591416,Urban
1591571,Urban
1591498,Urban
1590891,Rural
1591707,Rural
1591244,Rural
1591792,Urban
1590987,Urban
1591580,Rural
1591647,Urban
1591392,Urban
1591462,Rural
1591774,Urban
1591341,Rural
1591613,Rural
1591354,Rural
1586162,Urban
1591705,Rural
1590016,Rural
1591202,Rural
1591395,Urban
1591431,Urban
1591343,Urban
1591444,Urban
1591939,Rural
1591674,Rural
1591662,Rural
1591469,Urban
1591876,Urban
1591424,Urban
1591496,Urban
1590982,Urban
1591732,Rural
1591530,Rural
1591924,Rural
1591017,Rural
1591787,Urban
1591697,Urban
1591890,Rural
1591699,Rural
1591698,Rural
1591633,Rural
1585882,Urban
1591928,Urban
1589902,Rural
1591788,Urban
1591558,Urban
1591921,Rural
1591151,Rural
1591944,Urban
1591861,Urban
1591700,Rural
1591893,Rural
1591768,Rural
1591973,Urban
1591729,Urban
1592320,Rural
1591836,Rural
1592036,Urban
1591801,Rural
1591658,Urban
1591803,Rural
1591927,Rural
1591903,Rural
1571796,Rural
1591721,Urban
1591868,Rural
1591639,Rural
1591584,Urban
1592253,Rural
1591881,Rural
1591388,Urban
1591947,Rural
1591820,Urban
1591877,Rural
1591702,Urban
1591887,Rural
1591681,Urban
1591949,Rural
1591594,Rural
1592029,Urban
1591895,Urban
1592187,Rural
1592454,Rural
1591739,Rural
1592291,Rural
1591917,Urban
1591773,Urban
1592084,Urban
1591894,Rural
1592346,Urban
1592808,Rural
1592299,Rural
1592249,Urban
1592184,Rural
1592557,Urban
1592290,Rural
1591946,Urban
1592001,Urban
1591914,Rural
1592652,Urban
1592057,Urban
1592584,Urban
1592070,Rural
1591679,Rural
1592004,Urban
1592569,Rural
1592223,Rural
1592285,Rural
1592288,Rural
1592648,Rural
1592178,Rural
1592488,Rural
1591781,Urban
1592277,Urban
1592601,Urban
1592521,Urban
1592244,Urban
1592312,Rural
1592319,Rural
1592087,Urban
1592324,Rural
1592678,Rural
1592331,Urban
1592270,Rural
1592295,Urban
1592645,Rural
1592215,Rural
1592208,Rural
1592767,Urban
1588269,Urban
1591546,Urban
1591932,Rural
1592527,Urban
1592386,Rural
1592486,Rural
1592650,Urban
1592983,Rural
1592422,Rural
1591806,Rural
1592279,Urban
1592769,Urban
1593110,Rural
1592075,Urban
1591148,Rural
1590957,Rural
1592629,Rural
1592723,Rural
1592703,Rural
1592175,Rural
1591174,Rural
1592198,Rural
1592235,Urban
1593058,Rural
1592354,Rural
1593100,Urban
1592993,Rural
1592189,Rural
1592537,Urban
1590138,Rural
1592328,Rural
1592523,Urban
1593013,Urban
1593028,Rural
1593244,Urban
1592289,Rural
1592712,Rural
1593130,Urban
1593023,Urban
1590045,Rural
1592467,Rural
1592570,Rural
1592210,Rural
1593026,Urban
1592952,Rural
1592477,Urban
1593522,Rural
1590642,Rural
1592334,Rural
1593172,Rural
1592667,Rural
1593020,Urban
1592156,Rural
1593538,Urban
1592834,Rural
1592986,Rural
1592665,Urban
1593241,Rural
1592915,Rural
1593237,Urban
1592744,Urban
1592844,Urban
1592823,Rural
1592821,Urban
1592847,Urban
1593369,Urban
1592778,Urban
1593258,Urban
1592827,Rural
1592572,Rural
1592826,Urban
1592824,Urban
1593381,Rural
1593624,Urban
1592854,Urban
1593582,Rural
1593396,Rural
1592905,Urban
1592753,Urban
1593307,Rural
1593360,Rural
1592842,Urban
1593639,Urban
1592435,Rural
1593507,Urban
1592745,Urban
1592257,Rural
1592869,Rural
1592876,Rural
1593593,Urban
1593334,Rural
1593072,Rural
1593384,Rural
1593108,Rural
1593618,Rural
1593475,Rural
1593521,Urban
1593591,Rural
1593510,Rural
1592924,Urban
1593112,Rural
1593064,Urban
1593654,Rural
1592892,Rural
1592902,Rural
1593015,Rural
1593077,Rural
1593656,Urban
1593311,Rural
1593146,Rural
1592987,Rural
1593389,Rural
1593674,Rural
1592910,Rural
1593076,Rural
1592838,Urban
1593554,Urban
1593040,Rural
1593487,Rural
1592818,Rural
1593783,Urban
1592292,Rural
1593981,Urban
1593368,Rural
1593069,Urban
1592802,Rural
1593491,Rural
1593165,Rural
1593758,Urban
1593067,Urban
1593495,Urban
1593225,Rural
1592672,Rural
1593413,Urban
1593281,Rural
1593387,Urban
1594141,Rural
1587694,Urban
1593460,Rural
1593236,Rural
1593754,Rural
1593773,Rural
1592450,Urban
1592558,Rural
1592725,Rural
1593419,Rural
1591827,Rural
1593534,Rural
1593339,Rural
1593164,Rural
1593272,Urban
1593569,Urban
1593767,Rural
1593327,Rural
1593220,Rural
1593436,Urban
1593420,Rural
1589123,Urban
1593531,Urban
1593443,Rural
1593539,Rural
1593596,Urban
1590481,Urban
1593653,Urban
1593540,Rural
1591513,Rural
1593440,Rural
1593866,Urban
1593525,Rural
1593566,Urban
1594030,Rural
1593657,Urban
1592973,Urban
1593702,Rural
1593492,Rural
1593762,Rural
1593016,Rural
1593548,Urban
1593481,Rural
1593494,Rural
1593861,Urban
1593697,Rural
1593689,Rural
1592096,Urban
1593082,Rural
1594534,Urban
1593976,Rural
1593424,Rural
1593725,Rural
1593905,Urban
1593178,Rural
1593742,Rural
1590996,Rural
1593857,Rural
1593042,Rural
1593735,Rural
1593249,Urban
1593710,Rural
1593669,Rural
1593727,Rural
1593454,Rural
1593746,Rural
1593590,Urban
1593716,Rural
1593846,Urban
1593703,Rural
1594057,Rural
1593836,Rural
1593209,Urban
1593739,Rural
1593747,Rural
1593992,Rural
1593700,Rural
1590591,Urban
1590596,Urban
1594063,Urban
1592626,Rural
1593138,Rural
1593806,Urban
1593634,Rural
1593892,Rural
1592882,Urban
1593733,Rural
1593875,Urban
1593955,Rural
1593757,Rural
1593929,Rural
1594027,Rural
1594554,Rural
1593990,Rural
1593695,Rural
1593759,Urban
1594080,Rural
1593968,Rural
1594631,Rural
1594070,Rural
1594198,Rural
1594188,Rural
1593792,Rural
1593839,Urban
1594055,Rural
1594199,Urban
1593913,Urban
1594102,Urban
1594491,Urban
1594190,Rural
1593804,Rural
1593884,Urban
1593888,Urban
1593645,Rural
1593074,Urban
1591765,Urban
1594192,Rural
1594700,Rural
1594934,Urban
1594535,Rural
1594389,Rural
1594376,Rural
1594410,Rural
1593144,Urban
1593691,Rural
1593932,Urban
1594878,Urban
1594387,Rural
1593621,Urban
1593063,Urban
1594436,Rural
1593827,Urban
1593947,Urban
1594026,Rural
1594193,Rural
1594835,Rural
1594624,Urban
1594060,Rural
1593936,Urban
1594384,Urban
1594220,Rural
1594283,Rural
1594948,Rural
1594255,Rural
1593901,Urban
1594561,Urban
1594315,Urban
1594430,Rural
1593043,Rural
1594033,Urban
1594187,Rural
1594626,Rural
1594609,Rural
1594317,Rural
1594651,Urban
1594426,Rural
1594611,Rural
1594397,Rural
1594559,Urban
1594394,Rural
1594402,Rural
1594226,Rural
1594468,Rural
1594507,Urban
1594772,Urban
1594627,Rural
1594433,Rural
1594459,Rural
1594694,Urban
1594673,Rural
1594749,Rural
1594496,Rural
1594295,Rural
1595154,Urban
1594658,Rural
1594771,Rural
1594524,Rural
1594796,Rural
1594253,Rural
1594870,Urban
1594699,Rural
1594850,Urban
1594512,Urban
1594784,Rural
1594964,Rural
1594929,Urban
1594817,Rural
1594668,Urban
1594896,Rural
1594983,Urban
1595094,Rural
1594939,Rural
1594972,Urban
1594961,Rural
1595146,Rural
1594989,Rural
1594931,Rural
1594942,Rural
1595160,Rural
1595009,Urban
1594937,Rural
1592079,Urban
1594546,Rural
1594918,Rural
1595254,Rural
1595101,Urban
1594805,Rural
1593098,Rural
1594620,Rural
1594323,Rural
1595190,Rural
1594834,Rural
1594830,Rural
1594838,Rural
1595116,Urban
1594751,Urban
1594495,Urban
1594974,Urban
1595301,Rural
1594492,Rural
1592037,Rural
1594743,Rural
1595284,Urban
1595291,Urban
1595261,Urban
1594840,Rural
1594981,Rural
1595038,Urban
1595044,Urban
1595061,Rural
1595186,Urban
1595052,Rural
1595018,Rural
1595051,Urban
1595054,Urban
1595463,Rural
1595073,Urban
1595050,Urban
1595071,Rural
1595137,Urban
1595195,Rural
1595089,Rural
1594971,Rural
1595226,Urban
1595025,Urban
1595253,Rural
1595081,Urban
1595135,Rural
1594276,Urban
1595111,Urban
1595472,Rural
1592719,Urban
1595292,Rural
1595352,Rural
1595204,Rural
1595345,Rural
1595117,Urban
1594530,Urban
1595120,Urban
1595330,Rural
1595255,Urban
1595181,Urban
1595336,Rural
1595290,Rural
1595342,Rural
1595184,Rural
1595403,Rural
1594731,Urban
1593638,Rural
1594493,Urban
1594335,Urban
1595580,Urban
1595385,Rural
1595490,Rural
1595347,Rural
1595396,Urban
1594235,Urban
1594999,Rural
1595102,Urban
1595327,Urban
1595016,Rural
1595287,Urban
1595289,Urban
1595354,Rural
1595220,Rural
1595114,Urban
1595332,Urban
1595338,Urban
1595540,Urban
1595767,Rural
1595614,Rural
1595426,Rural
1595599,Urban
1595179,Urban
1595473,Rural
1595065,Rural
1595283,Urban
1595640,Urban
1595187,Rural
1595247,Urban
1595653,Rural
1595514,Rural
1595621,Rural
1594988,Urban
1594470,Urban
1595494,Rural
1595624,Rural
1595757,Urban
1595677,Urban
1595751,Rural
1595668,Rural
1595696,Urban
1595760,Rural
1595467,Urban
1595585,Urban
1595208,Urban
1595032,Rural
1596276,Rural
1595707,Rural
1596072,Rural
1595586,Urban
1595299,Urban
1595591,Rural
1595710,Urban
1595422,Urban
1595361,Rural
1595550,Rural
1595491,Rural
1595747,Urban
1595555,Urban
1595170,Rural
1596004,Rural
1594856,Urban
1591282,Rural
1593775,Urban
1595511,Rural
1595496,Urban
1594022,Urban
1595727,Rural
1595108,Urban
1595329,Rural
1595448,Urban
1595340,Rural
1595537,Rural
1594978,Rural
1595655,Rural
1595603,Rural
1595538,Rural
1595478,Urban
1595570,Rural
1595689,Urban
1595632,Rural
1595871,Urban
1595733,Rural
1595720,Rural
1595709,Urban
1595740,Urban
1595630,Rural
1595417,Urban
1595929,Urban
1595628,Rural
1594714,Urban
1595898,Rural
1595617,Rural
1595669,Urban
1595627,Urban
1595963,Rural
1595582,Rural
1595722,Rural
1595873,Rural
1595703,Rural
1595854,Rural
1595846,Rural
1595205,Rural
1594982,Rural
1595764,Urban
1595587,Urban
1596091,Urban
1595999,Rural
1596046,Rural
1595847,Urban
1595853,Rural
1595752,Rural
1596289,Rural
1595944,Rural
1596016,Rural
1596049,Urban
1594710,Rural
1595995,Urban
1595991,Urban
1595840,Urban
1595904,Rural
1596320,Urban
1596125,Rural
1594704,Urban
1595843,Urban
1595895,Urban
1595959,Urban
1595899,Urban
1596316,Rural
1596078,Urban
1596076,Rural
1595839,Urban
1596295,Rural
1595849,Urban
1595838,Urban
1596073,Rural
1595781,Rural
1595678,Urban
1595964,Rural
1595928,Urban
1595888,Rural
1594812,Urban
1596321,Rural
1595785,Urban
1595979,Rural
1596446,Rural
1596490,Urban
1595866,Rural
1596881,Rural
1596023,Rural
1596245,Rural
1596627,Urban
1596296,Rural
1596225,Rural
1596978,Rural
1595921,Rural
1596322,Urban
1596025,Rural
1596191,Rural
1596249,Rural
1596206,Urban
1596280,Rural
1595907,Urban
1596298,Rural
1596463,Urban
1596232,Rural
1596279,Rural
1596715,Urban
1594985,Rural
1596444,Urban
1596306,Rural
1596093,Rural
1596257,Rural
1596657,Rural
1596235,Rural
1591280,Rural
1596421,Rural
1596472,Rural
1596223,Rural
1596156,Rural
1596596,Urban
1597124,Rural
1596014,Rural
1596264,Urban
1596507,Rural
1595125,Urban
1595343,Urban
1595939,Urban
1596262,Urban
1596382,Rural
1596162,Rural
1596166,Rural
1596538,Rural
1596804,Urban
1596362,Rural
1596468,Urban
1579595,Urban
1596494,Rural
1596374,Urban
1596738,Urban
1596805,Rural
1596517,Rural
1596777,Urban
1596169,Rural
1596739,Rural
1595350,Urban
1596029,Rural
1596519,Rural
1596651,Rural
1596693,Rural
1596887,Rural
1596671,Urban
1596541,Rural
1596850,Rural
1596625,Rural
1591685,Rural
1596782,Urban
1596830,Urban
1596801,Urban
1596786,Rural
1589833,Urban
1596763,Rural
1596898,Rural
1596884,Urban
1596920,Urban
1597448,Urban
1596852,Urban
1596809,Urban
1596734,Rural
1596886,Urban
1596711,Rural
1596787,Urban
1596730,Rural
1596675,Rural
1596610,Rural
1596747,Rural
1596962,Rural
1596974,Rural
1596844,Rural
1597106,Rural
1596832,Urban
1596869,Urban
1596954,Urban
1596673,Rural
1596604,Urban
1596530,Rural
1596908,Rural
1596608,Urban
1596859,Rural
1597107,Rural
1596880,Rural
1596941,Rural
1596986,Rural
1596900,Rural
1596981,Rural
1597144,Rural
1597150,Rural
1596053,Rural
1596431,Rural
1596917,Rural
1596922,Rural
1597443,Urban
1597041,Urban
1596436,Urban
1596932,Urban
1597027,Urban
1596929,Urban
1596999,Rural
1596871,Urban
1596826,Rural
1597200,Rural
1597043,Rural
1597177,Rural
1596846,Urban
1596803,Urban
1594361,Urban
1597322,Rural
1592848,Rural
1597779,Rural
1596458,Rural
1597389,Rural
1595993,Rural
1597236,Urban
1596970,Urban
1596888,Rural
1597444,Rural
1597096,Rural
1597139,Urban
1596745,Rural
1597305,Rural
1597199,Rural
1597151,Rural
1597181,Urban
1596990,Urban
1597100,Rural
1597319,Urban
1596985,Urban
1597005,Urban
1597197,Rural
1596646,Rural
1597090,Rural
1597130,Rural
1597233,Urban
1597099,Rural
1597136,Rural
1597158,Rural
1596980,Rural
1597296,Rural
1597208,Urban
1597205,Urban
1597213,Urban
1597073,Rural
1595207,Urban
1597083,Urban
1596998,Rural
1597406,Rural
1597178,Rural
1597017,Rural
1597718,Rural
1597938,Rural
1597533,Urban
1597538,Rural
1596547,Rural
1597327,Rural
1597217,Rural
1597636,Rural
1597264,Urban
1597397,Rural
1597344,Rural
1597487,Rural
1597681,Urban
1596968,Rural
1597361,Urban
1597359,Urban
1597290,Urban
1597657,Rural
1597554,Urban
1597427,Urban
1597667,Rural
1597557,Urban
1597408,Urban
1597373,Rural
1597652,Rural
1597574,Rural
1597457,Urban
1597560,Rural
1597783,Urban
1597593,Urban
1597630,Rural
1597664,Rural
1597774,Urban
1597834,Urban
1597604,Urban
1597638,Urban
1598211,Rural
1597387,Urban
1597594,Rural
1597723,Urban
1598314,Rural
1597715,Urban
1597989,Rural
1597641,Rural
1598433,Urban
1597313,Rural
1597676,Rural
1597746,Urban
1597673,Rural
1596406,Urban
1597702,Rural
1597985,Rural
1597940,Urban
1597884,Rural
1597859,Rural
1597868,Rural
1598036,Rural
1597293,Urban
1597893,Urban
1598014,Urban
1597951,Urban
1597848,Urban
1597945,Rural
1597918,Urban
1597913,Urban
1598015,Rural
1597780,Rural
1597384,Rural
1597744,Urban
1597957,Rural
1597653,Rural
1597839,Urban
1597662,Rural
1597650,Rural
1597898,Urban
1593378,Urban
1597793,Rural
1597914,Rural
1596260,Rural
1597606,Rural
1598020,Rural
1598301,Rural
1597415,Rural
1598039,Urban
1598207,Rural
1598260,Urban
1598093,Urban
1598628,Urban
1598152,Rural
1598325,Urban
1598405,Urban
1597729,Rural
1597788,Rural
1598535,Urban
1597990,Urban
1598600,Rural
1598227,Rural
1598722,Rural
1597886,Rural
1598165,Urban
1597954,Rural
1597782,Rural
1598288,Rural
1598253,Urban
1598141,Rural
1598228,Urban
1597674,Rural
1598225,Urban
1598140,Rural
1598237,Rural
1598308,Urban
1598001,Rural
1598005,Rural
1598328,Rural
1598041,Urban
1598241,Rural
1598326,Urban
1598153,Urban
1586965,Rural
1598191,Urban
1598267,Urban
1596899,Rural
1598420,Rural
1598046,Rural
1598196,Rural
1598272,Rural
1598161,Urban
1598173,Urban
1598019,Rural
1598513,Urban
1598023,Rural
1597960,Rural
1598264,Rural
1598055,Urban
1598258,Rural
1596115,Rural
1598071,Rural
1598184,Rural
1598067,Urban
1598598,Rural
1598591,Rural
1598213,Urban
1598701,Urban
1598021,Rural
1598185,Rural
1598499,Urban
1598217,Urban
1598406,Urban
1598726,Rural
1598743,Urban
1598646,Rural
1598758,Rural
1598583,Urban
1597955,Urban
1599077,Urban
1598504,Rural
1598772,Rural
1597971,Rural
1598137,Urban
1598194,Urban
1598510,Rural
1598182,Rural
1598763,Rural
1598520,Urban
1598559,Rural
1598175,Rural
1598498,Rural
1598653,Rural
1598286,Urban
1598291,Urban
1598362,Rural
1598560,Rural
1598715,Rural
1598296,Urban
1598365,Rural
1598671,Rural
1598562,Rural
1594513,Rural
1598660,Urban
1598752,Urban
1598624,Rural
1598692,Rural
1598572,Rural
1598580,Rural
1598626,Urban
1598641,Urban
1597528,Urban
1598553,Rural
1598644,Rural
1598707,Rural
1598697,Urban
1598661,Urban
1598703,Urban
1598344,Rural
1597648,Rural
1598568,Urban
1598749,Urban
1598748,Rural
1598658,Urban
1598812,Rural
1598146,Rural
1598912,Urban
1598971,Urban
1599039,Rural
1598588,Rural
1598552,Rural
1598844,Urban
1595608,Urban
1598984,Rural
1595351,Rural
1598850,Rural
1598994,Rural
1598919,Rural
1598960,Rural
1599106,Rural
1598981,Rural
1598577,Rural
1598232,Rural
1599105,Urban
1598767,Rural
1599554,Rural
1598845,Rural
1598998,Urban
1599033,Rural
1598526,Rural
1599097,Urban
1599067,Rural
1598524,Rural
1598579,Urban
1598982,Urban
1598527,Rural
1599092,Urban
1598935,Urban
1598978,Rural
1598990,Urban
1598947,Urban
1598980,Urban
1598602,Rural
1599011,Rural
1598836,Rural
1599050,Rural
1598966,Urban
1599372,Urban
1599063,Urban
1598946,Urban
1599172,Rural
1598874,Urban
1599175,Urban
1599026,Rural
1598833,Rural
1599354,Rural
1599750,Urban
1599381,Urban
1599343,Rural
1598867,Rural
1599376,Urban
1598623,Urban
1598889,Rural
1599787,Rural
1598832,Rural
1598742,Rural
1599159,Urban
1598517,Rural
1599196,Rural
1599071,Rural
1599233,Urban
1599308,Rural
1598995,Rural
1598509,Rural
1598780,Urban
1599311,Rural
1599413,Urban
1599358,Rural
1599407,Rural
1599124,Urban
1599265,Urban
1598488,Urban
1599271,Rural
1599279,Urban
1599095,Rural
1598864,Rural
1598198,Rural
1599409,Urban
1599281,Rural
1599239,Rural
1599199,Urban
1599183,Rural
1599167,Urban
1599213,Urban
1597719,Rural
1599434,Rural
1599073,Rural
1599344,Rural
1599809,Rural
1599469,Urban
1599198,Urban
1599266,Rural
1599500,Urban
1598543,Urban
1599286,Rural
1599587,Rural
1599630,Urban
1599793,Urban
1599726,Rural
1599290,Rural
1599620,Urban
1599435,Urban
1599615,Rural
1599779,Rural
1599415,Urban
1599728,Rural
1599584,Rural
1599873,Rural
1599537,Rural
1599449,Urban
1599777,Urban
1599735,Rural
1599775,Rural
1599485,Rural
1599914,Urban
1599241,Urban
1599983,Rural
1598939,Rural
1599488,Rural
1600105,Rural
1599581,Urban
1599490,Rural
1598164,Urban
1599321,Rural
1598103,Rural
1599492,Rural
1599211,Rural
1599521,Urban
1598117,Rural
1599540,Rural
1598128,Rural
1599664,Urban
1599814,Urban
1599714,Rural
1599541,Rural
1600133,Urban
1599591,Urban
1599508,Rural
1599534,Rural
1599738,Urban
1599957,Rural
1599789,Urban
1600023,Rural
1599437,Rural
1599977,Rural
1599641,Rural
1600013,Urban
1599625,Rural
1599243,Urban
1599899,Urban
1599612,Rural
1599766,Rural
1599975,Rural
1599510,Rural
1599784,Urban
1593640,Urban
1600524,Rural
1600141,Rural
1599517,Rural
1599649,Rural
1599721,Rural
1600049,Urban
1600017,Urban
1599898,Urban
1599598,Rural
1599401,Rural
1592820,Rural
1599406,Rural
1600093,Rural
1600063,Rural
1599916,Rural
1599799,Urban
1599780,Urban
1599562,Rural
1599410,Rural
1599569,Rural
1600270,Rural
1600019,Rural
1600006,Urban
1600024,Rural
1599926,Rural
1600038,Urban
1599940,Urban
1600289,Urban
1600235,Rural
1600299,Urban
1599946,Urban
1600076,Rural
1600308,Rural
1600300,Urban
1599420,Urban
1600331,Urban
1600219,Rural
1599942,Urban
1600353,Urban
1600003,Rural
1600209,Rural
1600380,Rural
1600305,Rural
1598890,Rural
1600443,Urban
1600381,Rural
1600384,Rural
1600634,Rural
1598234,Urban
1599744,Urban
1600433,Rural
1600311,Urban
1599748,Urban
1600545,Rural
1600525,Rural
1599928,Urban
1600596,Urban
1600471,Rural
1600454,Urban
1600478,Urban
1600458,Urban
1599314,Urban
1600499,Rural
1598452,Urban
1600527,Urban
1600533,Rural
1600265,Rural
1600411,Rural
1600326,Rural
1600402,Rural
1600088,Rural
1600540,Rural
1600302,Rural
1600621,Urban
1600613,Rural
1600325,Urban
1600516,Rural
1600447,Rural
1600159,Rural
1600507,Rural
1599985,Urban
1600912,Urban
1600490,Rural
1600476,Urban
1600917,Urban
